Location,Category of Production,21-Jan,21-Feb,21-Mar,21-Apr,21-May,21-Jun,21-Jul,21-Aug,21-Sep,21-Oct,21-Nov,21-Dec
"Montana","Utility-scale photovoltaic",1.17,1.23,3.16,3.43,4.09,5.17,4.47,3.52,3.3,2.03,1.23,0.63
"Montana","All utility-scale solar",1.17,1.23,3.16,3.43,4.09,5.17,4.47,3.52,3.3,2.03,1.23,0.63
"Montana","All solar",3.03,3.6,6.56,7.44,8.54,9.7,9.79,8.42,7.52,5.44,3.48,2.61
"Montana","Wind",318.01,242.88,318.48,288.39,237.53,238.33,174.53,242.75,265.89,320.81,450.97,374.09
"Nebraska","All fuels",3096.72,2918.35,2496.58,2553.21,2756.58,3483.78,3849.46,3753.38,3234.79,3158.17,3111.27,3498.62
"Nebraska","Other renewables",729.85,520.29,902.13,969.96,814.44,618.82,596.2,781.06,798.08,884.91,984.08,1145.2
"Nebraska","Conventional hydroelectric",113.92,94.79,90.91,80.19,99.35,106.97,95.24,89.87,73.71,75.64,88.65,113.91
"Nebraska","Nuclear",593.1,537.8,593.54,572.05,581.32,557.64,572.83,571.01,564.01,590.92,549.18,597.24
"Nebraska","Utility-scale photovoltaic",2.12,3.13,4.95,5.27,6.03,8.05,7.91,7.64,6.36,3.85,2.9,2.32
"Nebraska","All utility-scale solar",2.12,3.13,4.95,5.27,6.03,8.05,7.91,7.64,6.36,3.85,2.9,2.32
"Nebraska","All solar",3.41,4.54,6.86,7.4,8.5,10.64,10.67,10.28,8.79,5.96,4.63,3.86
"Nebraska","Wind",719.81,510.77,890.7,957.44,800.28,602.77,580.36,764.06,783.41,874.38,972.91,1135.16
"Nevada","All fuels",3039.7,2712.35,3024.3,3190.02,3294.6,4236.25,4645.37,4478.33,3920.4,3147.14,2989.89,3076.23
"Nevada","Other renewables",693.25,725.97,802.48,941.84,1075.89,1039.11,1019.69,1071.44,1008.65,893.61,820.47,800.13
"Nevada","Geothermal",355.21,311.24,275.61,317.9,351.07,300.92,297.13,301.98,314.32,342.96,352.95,396.16
"Nevada","Conventional hydroelectric",119.57,147.64,185.28,253.42,239.34,212.24,195.11,183.75,148.62,129.49,73.72,56.11
"Nevada","Utility-scale photovoltaic",301.41,379.91,480.15,575.88,674.84,690,687.07,714.8,637.06,502.87,422.34,348.41
"Nevada","Utility-scale thermal",0.88,5.57,8.06,13.26,16.04,12.17,12.55,27.36,29.4,17.4,21.25,6.51
"Nevada","All utility-scale solar",302.29,385.48,488.2,589.15,690.88,702.18,699.61,742.17,666.46,520.26,443.59,354.91
"Nevada","All solar",364.02,451.52,577.82,687.16,799.38,808.37,804.79,847.58,761.12,606.85,521.77,425.41
"Nevada","Wind",31.33,25.36,34.25,30.67,29.71,31.91,18.76,23.14,23.82,26.31,20.01,44.69
"New Hampshire","All fuels",1494.82,1521.12,1339.07,1356.25,1456.08,1577.73,1701.84,1725.83,1638.14,782.02,1194.29,1406.06
"New Hampshire","Other renewables",126.61,128.94,155.73,110.14,111.53,115.08,108.56,102.29,115.33,98.69,128.86,134.84
"New Hampshire","Conventional hydroelectric",102.59,65.89,101.49,125.21,96.06,42.57,84.79,59.37,68.36,73.36,103.62,101.69
"New Hampshire","Nuclear",927.67,838.38,927.42,899.16,928.62,898.82,926.51,925.84,895.72,26.95,732.47,928.57
"New Hampshire","Utility-scale photovoltaic",0.17,0.14,0.39,0.34,0.44,0.46,0.37,0.4,0.34,0.26,0.24,0.12
"New Hampshire","All utility-scale solar",0.17,0.14,0.39,0.34,0.44,0.46,0.37,0.4,0.34,0.26,0.24,0.12
"New Hampshire","All solar",10.93,11.77,16.78,18.57,20.91,20.86,21.55,21.12,18.34,14.32,10.61,11.05
"New Hampshire","Wind",44.37,41.22,67.57,46.26,42.28,39.53,27.78,18,37.33,36.64,48.7,54.55
"New Jersey","All fuels",4533.6,4431.31,4466.14,4351.54,4354.31,5690.61,6379.1,6762.16,5447.94,5173.04,5001.67,4842.37
"New Jersey","Other renewables",141.22,97.2,208.54,202.39,212.93,217.8,209.07,196.02,182.89,159.8,139.95,137.53
"New Jersey","Hydro-electric pumped storage",-7.13,-7.88,-4.12,-19.77,-8.62,-5.87,-15.58,-16.23,-8.57,-10.14,-8.05,-8.11
"New Jersey","Conventional hydroelectric",2.76,1.33,4.03,2.37,0.83,1.12,0.96,0.7,1.77,0.43,1.8,0.14
"New Jersey","Nuclear",2660.95,2359.84,2495.24,2125.3,2050.48,2384.95,2433.95,2575.5,2437.8,1775.71,2191.86,2650.52
"New Jersey","Utility-scale photovoltaic",71.21,42.49,139.06,137.37,156.26,160.17,154.44,135.25,122.19,97.91,84.84,76.66
"New Jersey","All utility-scale solar",71.21,42.49,139.06,137.37,156.26,160.17,154.44,135.25,122.19,97.91,84.84,76.66
"New Jersey","All solar",224.93,201.42,384.03,395.81,443.63,450.41,449.87,393.39,349.22,280.67,243.48,225.79
"New Jersey","Wind",1.8,2.16,2.41,1.86,1.54,1.33,1.02,0.76,1.39,1.87,1.97,1.61
"New Mexico","All fuels",3120.11,2401.75,2638.11,2307.79,2685.51,3321.63,3002.15,3410.12,3107.49,2618.53,2946.46,3632.72
"New Mexico","Other renewables",886.86,885.51,1145.78,1062.71,1146.46,949.13,677.23,843.97,1002.16,1022.33,1175.26,1609.76
"New Mexico","Geothermal",6.5,5.33,5.4,4.18,3.61,2.75,3.27,3.11,3.35,4.04,4.41,4.99
"New Mexico","Conventional hydroelectric",10.36,9.42,12.22,12.32,12.6,11.64,11.67,11.06,8.77,7.44,7.68,7.68
"New Mexico","Utility-scale photovoltaic",102.92,120.36,150.51,160.49,180.78,178.82,181.11,170.85,158.22,152.92,103.59,89.24
"New Mexico","All utility-scale solar",102.92,120.36,150.51,160.49,180.78,178.82,181.11,170.85,158.22,152.92,103.59,89.24
"New Mexico","All solar",133.65,151.02,189.36,201.84,225.05,222.38,223.88,211.14,196.7,190.93,140.87,125.5
"New Mexico","Wind",774.99,757.69,987.31,895.79,960.1,765.52,490.67,667.94,838.68,863.36,1065.34,1513.33
"New York","All fuels",10967.13,9513.63,10046.77,8876.88,9467.39,11272.83,11882.5,12575.2,10012.94,9732.85,10080.97,10515.83
"New York","Other renewables",494.87,513.63,846.34,585.8,575.69,673.78,492.72,489.23,600.82,583.82,628.9,733.01
"New York","Hydro-electric pumped storage",-23.99,-31.67,-20.2,-24.01,-35.71,-27.97,-36.71,-50.34,-30.49,-34.24,-29.08,-37.14
"New York","Conventional hydroelectric",2577.77,2077.24,2426.91,2310.66,2368.28,2340.57,2435.11,2446.63,2272.64,2373.58,2488.79,2647.28
"New York","Nuclear",3274.12,2936.72,3070.66,2830.03,2475.37,2369.92,2468.05,2407,2378.1,2105.48,2381.99,2479.13
"New York","Utility-scale photovoltaic",63.07,46.93,111.08,115.08,128.35,128.05,115.7,110.61,110.19,87.7,84.45,57.71
"New York","All utility-scale solar",63.07,46.93,111.08,115.08,128.35,128.05,115.7,110.61,110.19,87.7,84.45,57.71
"New York","All solar",202.68,201.56,348.54,384.99,425.64,425.18,421.41,392.01,354.53,272.9,229.69,202.18
"New York","Wind",262.1,318.03,575.08,328.72,277.07,379.18,204.38,212.08,331.91,344.57,408.79,514.44
"North Carolina","All fuels",11646.12,10460.14,9680.02,9050.14,9829.77,11521.05,13124.7,13367.89,10590.59,9898.79,10571.49,10182.68
"North Carolina","Other renewables",743.48,720.73,1036,1296.13,1317.32,1209.35,1277.19,1185.67,1145.55,996.16,973.25,759.53
"North Carolina","Conventional hydroelectric",521.8,401.33,746.91,543.37,507.55,350.25,469.48,437.44,520.2,476.56,496.27,341.6
"North Carolina","Nuclear",3918.7,3406.47,3320.3,3488.33,3232.44,3646,3848.75,3827.6,3159.91,3571.48,3809.75,3887.98
"North Carolina","Utility-scale photovoltaic",499.15,488.92,801.15,1084.37,1101.08,1015.17,1098.38,1007.66,949.27,790.07,744.2,543.73
"North Carolina","All utility-scale solar",499.15,488.92,801.15,1084.37,1101.08,1015.17,1098.38,1007.66,949.27,790.07,744.2,543.73
"North Carolina","All solar",527.28,518.21,838.66,1124.79,1145.69,1059.45,1143.4,1051.8,988.32,827.4,777.43,576.06
"North Carolina","Wind",46.78,57.56,60.77,51.79,41.02,28.08,30.29,17.7,31.06,45.28,57.23,47.13
"North Dakota","All fuels",3861.41,3463.53,3599.45,3097.23,3146.81,3114.14,3884.74,3922.25,3721.46,3574.32,3781.46,3865.58
"North Dakota","Other renewables",1182.45,992.29,1343.73,1141.75,1292.7,839.17,1039.54,1210.33,1346.22,1600.92,1500.01,1447.85
"North Dakota","Conventional hydroelectric",201.75,167.87,161,142.01,175.94,189.43,168.67,159.15,130.54,133.96,157,201.73
"North Dakota","All solar",0.04,0.05,0.09,0.13,0.14,0.14,0.15,0.14,0.13,0.11,0.08,0.05
"North Dakota","Wind",1182.3,992.17,1343.59,1141.61,1292.55,839.02,1039.4,1210.17,1346.06,1600.79,1499.85,1447.7
"Ohio","All fuels",11154.61,10317.57,10178.96,8370.93,8818.34,10277.06,12054.8,12313.81,10555.17,10896.93,10565.56,10444.27
"Ohio","Other renewables",264.69,296.88,389.79,326.6,306.15,310.84,266.53,255.29,376.42,312.94,389.46,406.65
"Ohio","Conventional hydroelectric",56.96,45.2,49.97,51.58,48.38,47.09,46.18,49.73,42.62,45.91,44.97,49.69
"Ohio","Nuclear",1575.95,1348.84,814.18,1299.08,1612.68,1536.89,1503.09,1542.27,1549.03,1600.2,1577.26,1523.55
"Ohio","Utility-scale photovoltaic",14.5,23.78,50.01,50.19,58.77,56.66,98.82,100.04,89.23,55.54,46.93,28.19
"Ohio","All utility-scale solar",14.5,23.78,50.01,50.19,58.77,56.66,98.82,100.04,89.23,55.54,46.93,28.19
"Ohio","All solar",27.48,39.77,73.85,78.07,87.67,87.32,130.56,130.29,116.14,76.67,61.57,40.81
"Ohio","Wind",187.69,220.87,283.79,220.46,191.52,201.6,114.95,102.36,240.54,203.45,293.38,326.15
"Oklahoma","All fuels",7100.2,5923.14,6263.05,5887.12,6063.1,7071.36,7887.32,8881.15,7280.52,6451.75,6030.97,5914.9
"Oklahoma","Other renewables",2762.2,1891.76,3552.07,3304.64,2773.93,2215.15,1797.3,2646.65,2857.99,2926.52,2953.12,3253.89
"Oklahoma","Hydro-electric pumped storage",-5.92,-7.1,-5.51,-7.45,-11.87,-10.03,-13.18,-12.88,-7.42,,-1.98,-3.6
"Oklahoma","Conventional hydroelectric",260.53,137.32,231.31,209.77,443.89,331.35,326.75,218.53,149.32,161.64,141.22,154.54
"Oklahoma","Utility-scale photovoltaic",4.05,3.92,6.47,6.24,7.05,8.21,8.84,8.03,8.37,6.34,4.84,4.25
"Oklahoma","All utility-scale solar",4.05,3.92,6.47,6.24,7.05,8.21,8.84,8.03,8.37,6.34,4.84,4.25
"Oklahoma","All solar",6.9,6.95,10.23,10.66,11.78,13.05,14.17,13.29,13.22,10.73,8.75,8.44
"Oklahoma","Wind",2728.83,1874.24,3519.68,3269.35,2738.42,2197.35,1758.57,2610.28,2818.35,2888.65,2918.01,3218.58
"Oregon","All fuels",5642.6,5570.29,5350.73,4592.78,4323.2,5058.04,5470.16,5303.57,4485.46,4439.47,4783.7,5996.88
"Oregon","Other renewables",513.25,1211.5,1068.32,1195.55,1268.37,1142.29,1432.14,1257.44,711.63,855.77,620.79,747.75
"Oregon","Geothermal",14.87,14.74,14.7,14.75,14.87,14.83,16.09,15.85,15.7,14.77,15.32,16.37
"Oregon","Conventional hydroelectric",3339.56,2673.81,2425.26,1746.16,2145.23,2482.13,1925.95,1844.87,1672.4,1757.73,2341.7,3304.78
"Oregon","Utility-scale photovoltaic",43.27,69.06,138.37,174.06,184.75,202.41,180.99,153.61,136.82,87.33,54.95,35.43
"Oregon","All utility-scale solar",43.27,69.06,138.37,174.06,184.75,202.41,180.99,153.61,136.82,87.33,54.95,35.43
"Oregon","All solar",53.8,84.7,160.96,203.49,217.95,237.51,220.77,191.62,170.33,111.14,67.57,46.19
"Oregon","Wind",357.92,1044.09,814.86,925.16,1001.53,859.23,1144.76,998.72,470.44,675.23,466.27,617.54
"Pennsylvania","All fuels",22403.26,20968.38,19270.88,16295.51,18069.01,21355.69,23210.76,23187.97,19946.12,17431.28,18202.23,20990.34
"Pennsylvania","Other renewables",547.79,468,598.4,496.98,395.02,361.98,330.81,298.64,427.06,440.29,493.94,585.54
"Pennsylvania","Hydro-electric pumped storage",-60.41,-58.38,-40.19,-36.6,-54.49,-65.6,-77.79,-81.03,-76.26,-41.44,-40.24,-59.08
"Pennsylvania","Conventional hydroelectric",281.81,225.82,270.53,255.43,260.71,253.83,259.5,261.71,250.39,254.22,276.28,284.69
"Pennsylvania","Nuclear",6968.69,6154.17,6317.72,5206.52,6125.79,6599.48,6576.42,6766.66,6534.99,5720.12,6122.68,6809.28
"Pennsylvania","Utility-scale photovoltaic",12.33,8.17,24.17,23.42,24.84,23.4,22.53,22.77,21.61,14.92,14.41,10.94
"Pennsylvania","All utility-scale solar",12.33,8.17,24.17,23.42,24.84,23.4,22.53,22.77,21.61,14.92,14.41,10.94
"Pennsylvania","All solar",47.68,45.29,82.83,87.25,96.05,95.87,97.34,89.5,78.93,60.74,52.44,47.67
"Pennsylvania","Wind",373.57,327.73,417.15,329.99,214.96,188.13,156.87,127.46,262.69,281.21,347.79,427.62
"Rhode Island","All fuels",549.67,408.61,579.89,560.47,653.35,923.53,984.26,1068.37,962.3,1134.98,802.72,694.31
"Rhode Island","Other renewables",47.95,41.82,67.53,66.1,73.6,58,52.58,53.79,54.19,52.56,48.06,48.26
"Rhode Island","Conventional hydroelectric",0.55,0.24,0.39,0.45,0.4,0.27,0.16,0.32,0.32,0.47,0.43,0.46
"Rhode Island","Utility-scale photovoltaic",12.76,8.56,29.25,28.47,33.95,37.26,30.49,29.78,26.83,20.89,16.87,8.88
"Rhode Island","All utility-scale solar",12.76,8.56,29.25,28.47,33.95,37.26,30.49,29.78,26.83,20.89,16.87,8.88
"Rhode Island","All solar",33.97,33.05,62.01,63.89,73.05,77.43,72.52,69.86,61.9,49.7,38.84,34.43
"Rhode Island","Wind",22.25,20.47,19.6,20.6,19.89,10.08,4.63,4.84,7.25,10.57,14.78,17.19
"South Carolina","All fuels",8853.29,8150.91,7706.32,7248.56,8384.99,8806.29,9585.71,9129.1,8181.64,7323.58,7219.42,7800.63
"South Carolina","Other renewables",299.54,276.99,338.18,449.87,430.32,389.1,402.58,394.13,373.1,319.51,328.63,282.37
"South Carolina","Hydro-electric pumped storage",-49.51,-62.51,-21.12,-30.34,-67.42,-62.97,-114.87,-95.44,-69.85,-57.39,-50.43,-86.23
"South Carolina","Conventional hydroelectric",223.34,150.63,327.58,234.31,228.16,150.57,209.55,185.76,226.55,219.46,230.23,157.62
"South Carolina","Nuclear",5032.95,4549.16,4846.01,3942.03,4823.28,4814.97,4926.95,4558.61,4555.85,3653.03,3597.1,4471.46
"South Carolina","Utility-scale photovoltaic",114.88,116.64,185.61,254.57,267.54,225.71,234.29,214.86,211.36,175.02,165.49,113.69
"South Carolina","All utility-scale solar",114.88,116.64,185.61,254.57,267.54,225.71,234.29,214.86,211.36,175.02,165.49,113.69
"South Carolina","All solar",141.38,143.95,221.99,295.92,312.02,268.04,277.34,255.09,246.91,207.71,195.87,141.2
"South Dakota","All fuels",1448,1346.74,1382.43,1438.81,1389.58,1538.65,1527.04,1654.1,1291.78,1274.26,1392.22,1638.8
"South Dakota","Other renewables",684.36,566.57,829.13,917.55,794.44,675.29,643.59,836.07,795.5,836.91,895.18,876.84
"South Dakota","Conventional hydroelectric",505.39,420.52,403.3,355.74,440.73,474.53,422.51,398.67,327,335.56,393.28,505.34
"South Dakota","Utility-scale photovoltaic",0.08,0.11,0.18,0.18,0.21,0.26,0.25,0.24,0.2,0.13,0.09,0.07
"South Dakota","All utility-scale solar",0.08,0.11,0.18,0.18,0.21,0.26,0.25,0.24,0.2,0.13,0.09,0.07
"South Dakota","All solar",0.17,0.22,0.33,0.36,0.4,0.46,0.46,0.44,0.38,0.27,0.21,0.17
"South Dakota","Wind",682.48,564.66,827.03,916.01,792.32,672.91,641.28,833.87,793.25,834.78,893.12,874.9
"Tennessee","All fuels",7154.93,7192.01,6546.02,5540.04,6315.83,7726.76,8066.97,8081.4,6401.24,4790.1,5109.86,6132.03
"Tennessee","Other renewables",70.51,75.8,87.75,86.91,93.47,98.24,102.21,99.74,94.88,93.56,83.86,79.52
"Tennessee","Hydro-electric pumped storage",-48.86,-48.86,-34.41,-32.7,-64.92,-47.66,-60.86,-70.92,-52.94,-50.05,-36.46,-28.67
"Tennessee","Conventional hydroelectric",1102.71,917.53,879.96,776.19,961.63,1035.38,921.87,869.87,713.48,732.15,858.1,1102.61
"Tennessee","Nuclear",3412.61,3080.07,3322.44,2661.74,2818.01,3182.16,3262.77,3143.12,2565.5,2397.2,2198.25,3286.55
"Tennessee","Utility-scale photovoltaic",16.31,16.18,26.04,36.44,37.92,37.48,37.43,35.5,31.17,26.79,23.09,14.22
"Tennessee","All utility-scale solar",16.31,16.18,26.04,36.44,37.92,37.48,37.43,35.5,31.17,26.79,23.09,14.22
"Tennessee","All solar",21.67,21.87,33.71,44.89,47.19,46.75,46.56,44.46,38.9,33.54,28.66,19.09
"Tennessee","Wind",2.36,2.01,3.02,2.73,2.51,1.96,1.59,1.99,2.14,2.38,2.62,2.88
"Texas","All fuels",38351.37,34893.76,33658.29,34880.87,39134.11,45973.07,48399.56,50055.97,44161.38,39412.26,35222.45,37701.17
"Texas","Other renewables",8811.26,7094.81,12079.45,10532.28,10983.54,8891.07,7485.64,9212.24,8832.76,10381.46,10106.75,11265.45
"Texas","Conventional hydroelectric",98.7,54.64,89.34,83.36,166.21,128.93,130.38,87.38,58.18,64.27,57.55,63.53
"Texas","Nuclear",3799.45,3313.55,3369.28,2986.45,3749.02,3098.79,3668.37,3695.96,3594.26,2173.94,2973.23,3788.96
"Texas","Utility-scale photovoltaic",679.27,652.37,1008.75,940.06,1331.6,1562.11,1733.69,1682.3,1699.89,1431.91,1156.53,1042.6
"Texas","All utility-scale solar",679.27,652.37,1008.75,940.06,1331.6,1562.11,1733.69,1682.3,1699.89,1431.91,1156.53,1042.6
"Texas","All solar",813.52,787.63,1184.34,1138.54,1545.46,1783.67,1966.17,1912.61,1908.16,1626.19,1326.62,1212.39
"Texas","Wind",8035.95,6385.84,10969.99,9517.51,9557.49,7228.14,5599.01,7374.59,6984.93,8850.33,8849.29,10121.14
"Utah","All fuels",3137.09,3233.93,3129.15,2703.85,3254.84,4105.95,4551.14,4410.2,4037.28,3331.03,3305.93,3365.24
"Utah","Other renewables",263.53,303.24,401.97,462.49,529.13,505.98,434.61,480.44,463.91,349.02,305.52,305.16
"Utah","Geothermal",37.86,33.17,29.45,33.78,37.36,32.4,32.03,32.53,33.74,36.9,37.94,42.49
"Utah","Conventional hydroelectric",42.51,38.47,49.45,49.37,50.16,45.92,46.03,43.62,34.58,30.31,31.54,31.59
"Utah","Utility-scale photovoltaic",157.71,190.08,286.82,367.56,410.94,394.68,342.75,372.91,364.75,241.09,202.72,147.34
"Utah","All utility-scale solar",157.71,190.08,286.82,367.56,410.94,394.68,342.75,372.91,364.75,241.09,202.72,147.34
"Utah","All solar",193.16,227.23,341.65,426.96,477.04,461.41,410.83,438.89,426.55,298.29,248.53,185.97
"Utah","Wind",61.07,73.93,78.79,54.52,73.85,72.24,53.17,68.12,58.73,64.24,58.25,108.31
"Vermont","All fuels",174.34,143.62,227.27,217.15,188.88,136.34,176.88,153.87,140.85,169.19,178.95,200.37
"Vermont","Other renewables",65.23,73.22,117.42,82.14,85.96,90.59,86.44,89.87,68.96,91.02,67.3,89.64
"Vermont","Conventional hydroelectric",108.72,69.61,108.24,134.77,102.72,44.81,89.99,63.47,71.81,77.84,110.92,109.87
"Vermont","Utility-scale photovoltaic",2.65,3.89,18.66,18.02,23.08,23.75,19.16,21.77,17.57,11.35,9.05,4.34
"Vermont","All utility-scale solar",2.65,3.89,18.66,18.02,23.08,23.75,19.16,21.77,17.57,11.35,9.05,4.34
"Vermont","All solar",12.42,14.68,35.02,37.14,43.93,44.75,40.22,42.37,34.94,23.56,17.71,12.97
"Vermont","Wind",21.63,18.91,43.42,27.86,27.69,31.66,21.56,19.72,25.16,31.27,32.9,36.41
"Virginia","All fuels",8073.8,7559.88,7935.58,6962.55,6136.9,8475,9649.88,9495.14,7349.13,6762.31,7063.1,8014.92
"Virginia","Other renewables",436.54,414.99,523.75,547.39,658.37,649.85,771.01,703.42,622.9,490.14,573.54,519.61
"Virginia","Hydro-electric pumped storage",-76.99,-61.79,-51.35,-24.69,-88.16,-109.96,-161.59,-148.27,-98.49,-105.55,-38.58,-73.29
"Virginia","Conventional hydroelectric",116.7,85.69,150.91,117.51,112.33,90.96,118.35,106.96,112.55,109.92,103.34,80.51
"Virginia","Nuclear",2752.52,2488.12,2259.1,1896.81,1797.41,2543.61,2653.99,2652.79,2366.37,2434.99,2030.98,2694.83
"Virginia","Utility-scale photovoltaic",135.08,118.05,250.45,285.85,322.34,306.74,393.76,357.23,371.24,273.65,269.03,184.09
"Virginia","All utility-scale solar",135.08,118.05,250.45,285.85,322.34,306.74,393.76,357.23,371.24,273.65,269.03,184.09
"Virginia","All solar",153.21,137.68,275.49,312.01,354.42,339.62,426.15,389.68,399.84,300.96,291.98,206.72
"Virginia","Wind",4.29,5.98,5.42,4.98,3.6,3.56,2.93,2,3.21,3.86,5.17,4.57
"Washington","All fuels",10793.2,9633.72,8932.27,7728.16,8495.89,10033.99,9989,9618.5,7630.33,7681.89,9109.24,11162.21
"Washington","Other renewables",673.94,1148.24,924.09,1048.94,909.88,834.18,721.95,855.17,819.88,876.38,1040.13,1005.96
"Washington","Hydro-electric pumped storage",-0.7,-0.65,-0.65,1.45,0.32,0.24,0.63,3.01,-0.12,-0.43,-0.54,-0.59
"Washington","Conventional hydroelectric",7698.17,6352.27,5056.11,4588.83,6825.95,7617.35,6180.12,5594.33,3833.53,4087.11,5548.26,7997.33
"Washington","Nuclear",865.09,768.46,849.78,746.67,150.62,304.06,845.58,849.38,815.38,848.54,836.59,631.15
"Washington","Utility-scale photovoltaic",1.34,2.23,4.43,5.69,6.36,6.81,6.76,5.51,4.56,3.55,1.69,1.28
"Washington","All utility-scale solar",1.34,2.23,4.43,5.69,6.36,6.81,6.76,5.51,4.56,3.55,1.69,1.28
"Washington","All solar",11.25,19.05,27.24,36.74,40.92,42.78,47.7,44.61,38.47,25.63,12.86,11.34
"Washington","Wind",553.31,1027.79,788.74,910.72,803.02,703.04,584.24,708.74,672.62,738.35,920.44,886.73
"Washington DC","All fuels",17.54,15.67,17.57,12.99,18.11,20.03,21.18,19.59,19.12,15.86,17.11,16.28
"Washington DC","Other renewables",5.39,4.27,5.33,6.56,7.49,6.57,6.66,6.13,6.16,6.44,6.53,6.46
"Washington DC","Utility-scale photovoltaic",0.78,0.77,1.15,1.36,2.17,1.93,2.06,1.91,1.85,1.65,1.48,1.17
"Washington DC","All utility-scale solar",0.78,0.77,1.15,1.36,2.17,1.93,2.06,1.91,1.85,1.65,1.48,1.17
"Washington DC","All solar",9.38,10.67,13.72,14.67,16.82,16.66,17.32,16.8,14.61,13.51,11.12,10.78
"West Virginia","All fuels",6405.75,6618.98,4606.45,4182.16,5355.16,6843.08,7031.18,7184.71,4829.19,3443.58,3629.89,5705.94
"West Virginia","Other renewables",197.89,129.89,206.01,170.76,107.33,84.36,83.1,59.7,112.82,140.04,134.05,208.35
"West Virginia","Conventional hydroelectric",150.05,100.48,219.69,156.44,152.92,100.87,140.78,124.59,152.16,146.3,154.66,105.64
"West Virginia","All solar",1.06,1.19,1.65,2.01,2.21,2.3,2.34,2.37,2.11,1.86,1.46,1.46
"West Virginia","Wind",196.99,129.05,205.11,169.88,106.44,83.55,82.26,58.89,112.07,139.24,133.25,207.41
"Wisconsin","All fuels",5873.98,5481.08,5427.61,4752.34,4980.47,5973.02,6580.76,6584.42,5186.14,4509.55,4264.48,4662.64
"Wisconsin","Other renewables",222.9,261.04,320.81,246.19,251.45,239.86,211.55,201.54,242.62,221.1,311.35,301.55
"Wisconsin","Conventional hydroelectric",212.91,169.72,187.62,192.39,181.45,174.05,170.65,180.9,156.04,168.15,166.22,184.79
"Wisconsin","Nuclear",894.74,802.97,892.18,852.66,898.67,865.7,876.1,822.9,828.04,532.68,805.58,897.98
"Wisconsin","Utility-scale photovoltaic",8.24,21.93,26.24,28.07,36.4,42.61,44.04,41.44,47.93,28.01,27.74,14.17
"Wisconsin","All utility-scale solar",8.24,21.93,26.24,28.07,36.4,42.61,44.04,41.44,47.93,28.01,27.74,14.17
"Wisconsin","All solar",16.02,31.65,41.43,45.61,55.87,62.59,65.22,61.06,66.23,41.66,37.94,23.58
"Wisconsin","Wind",111.96,144.58,209.89,143.08,134.21,99.92,67.77,68.08,124.8,115.38,190.83,182.98
"Wyoming","All fuels",3882.97,3447.12,3474.91,3095.21,3207.68,3580.5,4078.56,3791.55,3827.6,3573.36,3438.43,4062.85
"Wyoming","Other renewables",931.43,801.35,628.45,651.59,554.45,462.26,369.8,513.92,502.63,778.98,1110.52,1321.56
"Wyoming","Conventional hydroelectric",65.91,59.88,77.71,78.75,81.98,75.05,76.15,72.1,57.29,47.93,48.87,48.83
"Wyoming","Utility-scale photovoltaic",8.33,10.58,15.32,18.88,21.17,20.53,21.01,18.59,17.8,12.07,8.79,6
"Wyoming","All utility-scale solar",8.33,10.58,15.32,18.88,21.17,20.53,21.01,18.59,17.8,12.07,8.79,6
"Wyoming","All solar",9.21,11.57,16.71,20.49,22.96,22.36,22.96,20.47,19.56,13.63,9.97,7
"Wyoming","Wind",923.1,790.77,613.13,632.71,533.29,441.73,348.79,495.34,484.83,766.91,1101.72,1315.56